method	recall	precision	fpr	fdr	F1
ANCOM-BC	0.11	0.458333333333333	0.0144444444444444	0.541666666666667	0.17741935483871
ANCOM-BC	0.084	0.388888888888889	0.0146666666666667	0.611111111111111	0.138157894736842
ANCOM-BC	0.0883333333333333	0.449152542372881	0.012037037037037	0.550847457627119	0.147632311977716
ANCOM-BC	0.0661538461538462	0.413461538461538	0.0104273504273504	0.586538461538462	0.114058355437666
ANCOM-BC	0.0657142857142857	0.393162393162393	0.0112698412698413	0.606837606837607	0.112607099143207
ANCOM-BC	0.0573333333333333	0.373913043478261	0.0106666666666667	0.626086956521739	0.0994219653179191
ANCOM-BC	0.05375	0.398148148148148	0.00902777777777778	0.601851851851852	0.0947136563876652
ANCOM-BC	0.0482352941176471	0.422680412371134	0.0073202614379085	0.577319587628866	0.0865892291446674
ANCOM-BC	0.0566666666666667	0.443478260869565	0.00790123456790123	0.556521739130435	0.100492610837438
