method	recall	precision	fpr	fdr	F1
FlashWeave	0.57	0.662790697674419	0.0725	0.337209302325581	0.612903225806452
FlashWeave	0.3425	0.78735632183908	0.023125	0.21264367816092	0.477351916376307
FlashWeave	0.213333333333333	0.72316384180791	0.0204166666666667	0.27683615819209	0.329472329472329
FlashWeave	0.161728395061728	0.798780487804878	0.0101851851851852	0.201219512195122	0.268993839835729
FlashWeave	0.130392156862745	0.806060606060606	0.00784313725490196	0.193939393939394	0.224472573839662
FlashWeave	0.102439024390244	0.754491017964072	0.00833333333333333	0.245508982035928	0.180386542591267
FlashWeave	0.100694444444444	0.78804347826087	0.00677083333333333	0.21195652173913	0.178571428571429
FlashWeave	0.084375	0.741758241758242	0.00734375	0.258241758241758	0.151515151515152
FlashWeave	0.0666666666666667	0.794701986754967	0.00430555555555556	0.205298013245033	0.123013839056894
FlashWeave	0.069	0.770949720670391	0.005125	0.229050279329609	0.126663607159247
