method	recall	precision	fpr	fdr	F1	na_precision
FlashWeave	0.65	0.382352941176471	0.116666666666667	0.617647058823529	0.481481481481482	0
FlashWeave	0.39	0.448275862068966	0.0533333333333333	0.551724137931034	0.417112299465241	0
FlashWeave	0.176666666666667	0.4140625	0.0277777777777778	0.5859375	0.247663551401869	0
FlashWeave	0.214814814814815	0.483333333333333	0.0255144032921811	0.516666666666667	0.297435897435897	0
FlashWeave	0.166666666666667	0.42713567839196	0.0248366013071895	0.57286432160804	0.239774330042313	0
FlashWeave	0.0991869918699187	0.406666666666667	0.0160794941282746	0.593333333333333	0.159477124183007	0
FlashWeave	0.101388888888889	0.453416149068323	0.0135802469135802	0.546583850931677	0.16572077185017	0
FlashWeave	0.07375	0.412587412587413	0.0116666666666667	0.587412587412587	0.125132555673383	0
FlashWeave	0.0822222222222222	0.411111111111111	0.0130864197530864	0.588888888888889	0.137037037037037	0
FlashWeave	0.067	0.385057471264368	0.0118888888888889	0.614942528735632	0.114139693356048	0
