method	recall	precision	fpr	fdr	F1
FlashWeave	0.38	0.633333333333333	0.055	0.366666666666667	0.475
FlashWeave	0.2475	0.767441860465116	0.01875	0.232558139534884	0.374291115311909
FlashWeave	0.16	0.690647482014389	0.0179166666666667	0.309352517985612	0.259810554803789
FlashWeave	0.124691358024691	0.801587301587302	0.00771604938271605	0.198412698412698	0.215811965811966
FlashWeave	0.0823529411764706	0.756756756756757	0.00661764705882353	0.243243243243243	0.148541114058355
FlashWeave	0.0691056910569106	0.726495726495726	0.00650406504065041	0.273504273504274	0.126206384558278
FlashWeave	0.0638888888888889	0.741935483870968	0.00555555555555556	0.258064516129032	0.117647058823529
FlashWeave	0.06125	0.705035971223022	0.00640625	0.294964028776978	0.112708453133985
FlashWeave	0.0433333333333333	0.772277227722772	0.00319444444444444	0.227722772277228	0.0820620725933719
FlashWeave	0.048	0.727272727272727	0.0045	0.272727272727273	0.0900562851782364
