method	recall	precision	fpr	fdr	F1	na_precision
FlashWeave	0.391666666666667	0.333333333333333	0.087037037037037	0.666666666666667	0.360153256704981	0
FlashWeave	0.426666666666667	0.385542168674699	0.0755555555555556	0.614457831325301	0.405063291139241	0
FlashWeave	0.385	0.450292397660819	0.0522222222222222	0.549707602339181	0.415094339622642	0
FlashWeave	0.392	0.4	0.0653333333333333	0.6	0.395959595959596	0
FlashWeave	0.336666666666667	0.36996336996337	0.0637037037037037	0.63003663003663	0.352530541012216	0
FlashWeave	0.311428571428571	0.369491525423729	0.0590476190476191	0.630508474576271	0.337984496124031	0
FlashWeave	0.3075	0.447272727272727	0.0422222222222222	0.552727272727273	0.364444444444444	0
FlashWeave	0.271111111111111	0.451851851851852	0.0365432098765432	0.548148148148148	0.338888888888889	0
FlashWeave	0.28	0.392156862745098	0.0482222222222222	0.607843137254902	0.326721120186698	0
FlashWeave	0.264814814814815	0.451104100946372	0.0358024691358025	0.548895899053628	0.333722287047841	0
