method	recall	precision	fpr	fdr	F1	na_precision
FlashWeave	0.06	0.352941176470588	0.0122222222222222	0.647058823529412	0.102564102564103	0
FlashWeave	0.0363636363636364	0.666666666666667	0.00202020202020202	0.333333333333333	0.0689655172413793	0
FlashWeave	0.05	0.428571428571429	0.00740740740740741	0.571428571428571	0.0895522388059702	0
FlashWeave	0.0357142857142857	0.333333333333333	0.00793650793650794	0.666666666666667	0.0645161290322581	0
FlashWeave	0.0375	0.6	0.00277777777777778	0.4	0.0705882352941176	0
FlashWeave	0.0176470588235294	0.2	0.00784313725490196	0.8	0.0324324324324324	0
FlashWeave	0.0277777777777778	0.555555555555556	0.00246913580246914	0.444444444444444	0.0529100529100529	0
FlashWeave	0.0105263157894737	1	0	0	0.0208333333333333	0
FlashWeave	0.03	0.545454545454545	0.00277777777777778	0.454545454545455	0.0568720379146919	0
