method	recall	precision	fpr	fdr	F1	na_precision
FlashWeave	0.658333333333333	0.227011494252874	0.249074074074074	0.772988505747126	0.337606837606838	0
FlashWeave	0.546666666666667	0.24773413897281	0.184444444444444	0.75226586102719	0.340956340956341	0
FlashWeave	0.54	0.30945558739255	0.133888888888889	0.69054441260745	0.39344262295082	0
FlashWeave	0.596	0.385012919896641	0.105777777777778	0.614987080103359	0.467817896389325	0
FlashWeave	0.5	0.368550368550369	0.0951851851851852	0.631449631449631	0.424328147100424	0
FlashWeave	0.434285714285714	0.373464373464373	0.080952380952381	0.626535626535627	0.401585204755614	0
FlashWeave	0.4425	0.423444976076555	0.0669444444444444	0.576555023923445	0.432762836185819	0
FlashWeave	0.382222222222222	0.435443037974684	0.0550617283950617	0.564556962025316	0.407100591715976	0
FlashWeave	0.376	0.402569593147752	0.062	0.597430406852248	0.388831437435367	0
FlashWeave	0.375925925925926	0.429175475687104	0.0555555555555556	0.570824524312896	0.400789733464956	0
